Series_ID,Region_Name,Region_Code,2021_April
VTGRAN3URN,"Grand Isle County, VT",50013,3.4
MIGRAN0URN,"Grand Traverse County, MI",26055,4.7
MTGRAN9URN,"Granite County, MT",30039,5.7
ARGRURN,"Grant County, AR",5053,3
INGRAN0URN,"Grant County, IN",18053,3.8
NMGRAN7URN,"Grant County, NM",35017,7.8
KSGRAN7URN,"Grant County, KS",20067,3.1
NDGRAN7URN,"Grant County, ND",38037,3
SDGRAN1URN,"Grant County, SD",46051,3.4
WAGRAN5URN,"Grant County, WA",53025,7.6
ORGRAN3URN,"Grant County, OR",41023,9.2
KYGRAN1URN,"Grant County, KY",21081,3.7
MNGRAN1URN,"Grant County, MN",27051,4.3
OKGRAN3URN,"Grant County, OK",40053,2.2
WVGRAN3URN,"Grant County, WV",54023,4.7
WIGRAN0URN,"Grant County, WI",55043,3.1
NEGRAN5URN,"Grant County, NE",31075,1.4
LAGRAN3URN,"Grant Parish, LA",22043,4.3
NCGRAN7URN,"Granville County, NC",37077,3.6
MIGRAT7URN,"Gratiot County, MI",26057,5.3
KYGVURN,"Graves County, KY",21083,3.5
TXGRAY9URN,"Gray County, TX",48179,7.6
KSGRAY9URN,"Gray County, KS",20069,1.7
WAGRAY0URN,"Grays Harbor County, WA",53027,8.9
VAGRAY7URN,"Grayson County, VA",51077,3
TXGRAY0URN,"Grayson County, TX",48181,4.8
KYGYURN,"Grayson County, KY",21085,4.4
NEGREE7URN,"Greeley County, NE",31077,1.6
KSGREE1URN,"Greeley County, KS",20071,1.4
KYGEURN,"Green County, KY",21087,2.9
WIGREE5URN,"Green County, WI",55045,3.2
WIGREE7URN,"Green Lake County, WI",55047,4.4
WVGREE5URN,"Greenbrier County, WV",54025,5
PAGREE9URN,"Greene County, PA",42059,7
OHGREE5URN,"Greene County, OH",39057,3.9
GAGREE3URN,"Greene County, GA",13133,3.6
NCGREE9URN,"Greene County, NC",37079,3.5
ALGREE3URN,"Greene County, AL",1063,6
MOGRURN,"Greene County, MO",29077,3.1
VAGREE9URN,"Greene County, VA",51079,3
ILGRURN,"Greene County, IL",17061,4.6
MSGREE1URN,"Greene County, MS",28041,6.6
INGEURN,"Greene County, IN",18055,4.2
ARGEURN,"Greene County, AR",5055,3.6
IAGREE3URN,"Greene County, IA",19073,3.2
NYGREE9URN,"Greene County, NY",36039,6
TNGREE5URN,"Greene County, TN",47059,4.4
AZGREE1URN,"Greenlee County, AZ",4011,5.4
VAGREE1URN,"Greensville County, VA",51081,4.9
KYGREE9URN,"Greenup County, KY",21089,5.5
SCGREE5URN,"Greenville County, SC",45045,3.8
KSGREE3URN,"Greenwood County, KS",20073,3.1
SCGREE0URN,"Greenwood County, SC",45047,5.1
OKGREE5URN,"Greer County, OK",40055,5.7
TXGREG3URN,"Gregg County, TX",48183,7
SDGREG3URN,"Gregory County, SD",46053,2.8
MSGNURN,"Grenada County, MS",28043,5.4
NDGRIG9URN,"Griggs County, ND",38039,3
TXGRIM5URN,"Grimes County, TX",48185,7.1
MOGRUN9URN,"Grundy County, MO",29079,2.9
ILGRUN3URN,"Grundy County, IL",17063,6
TNGRUN1URN,"Grundy County, TN",47061,5.5
IAGRUN5URN,"Grundy County, IA",19075,3.1
TXGUAD7URN,"Guadalupe County, TX",48187,4.7
NMGUAD9URN,"Guadalupe County, NM",35019,7.7
OHGUER9URN,"Guernsey County, OH",39059,5.3
NCGUIL1URN,"Guilford County, NC",37081,5.1
FLGULF5URN,"Gulf County, FL",12045,4.1
COGUNN1URN,"Gunnison County, CO",8051,5.3
IAGUTH7URN,"Guthrie County, IA",19077,3.8
GAGWIN7URN,"Gwinnett County, GA",13135,3.5
SDHAAK5URN,"Haakon County, SD",46055,2.2
GAHABE7URN,"Habersham County, GA",13137,3.4
AKHAIN0URN,"Haines Borough, AK",2100,14.4
TXHALE9URN,"Hale County, TX",48189,6.4
ALHALE5URN,"Hale County, AL",1065,4.5
VAHALI3URN,"Halifax County, VA",51083,4.6
NCHALI0URN,"Halifax County, NC",37083,6.5
GAHALL0URN,"Hall County, GA",13139,2.5
NEHALL9URN,"Hall County, NE",31079,2.7
TXHALL1URN,"Hall County, TX",48191,5.8
TNHAMB3URN,"Hamblen County, TN",47063,4.2
FLHAMI7URN,"Hamilton County, FL",12047,6.9
KSHAMI5URN,"Hamilton County, KS",20075,1.3
OHHAMI1URN,"Hamilton County, OH",39061,4.6
NYHAMI1URN,"Hamilton County, NY",36041,6.3
TNHAMI5URN,"Hamilton County, TN",47065,4.3
ILHAURN,"Hamilton County, IL",17065,4.6
NEHAMI1URN,"Hamilton County, NE",31081,1.9
TXHAMI3URN,"Hamilton County, TX",48193,4.1
INHAMI5URN,"Hamilton County, IN",18057,2.6
IAHAMI9URN,"Hamilton County, IA",19079,3.8
SDHAML7URN,"Hamlin County, SD",46057,2.3
MAHAMP0URN,"Hampden County, MA",25013,7.9
WVHAMP7URN,"Hampshire County, WV",54027,3.4
MAHAMP5URN,"Hampshire County, MA",25015,4.4
SCHAMP9URN,"Hampton County, SC",45049,3.9
VAHAMP0URN,"Hampton City, VA",51650,5.8
IAHANC1URN,"Hancock County, IA",19081,4.3
ILHANC7URN,"Hancock County, IL",17067,4.5
GAHANC1URN,"Hancock County, GA",13141,6.2
MSHANC5URN,"Hancock County, MS",28045,6.4
MEHANC9URN,"Hancock County, ME",23009,5.9
OHHANC5URN,"Hancock County, OH",39063,3.9
KYHAURN,"Hancock County, KY",21091,3.6
TNHANC7URN,"Hancock County, TN",47067,5.2
INHANC9URN,"Hancock County, IN",18059,3
WVHANC9URN,"Hancock County, WV",54029,6.8
SDHAND9URN,"Hand County, SD",46059,2.1
VAHANO6URN,"Hanover County, VA",51085,2.9
TXHANS5URN,"Hansford County, TX",48195,3.1
SDHANS1URN,"Hanson County, SD",46061,3.5
GAHARA3URN,"Haralson County, GA",13143,3.3
FLHARD9URN,"Hardee County, FL",12049,5.2
TNHRURN,"Hardeman County, TN",47069,6.4
TXHARD7URN,"Hardeman County, TX",48197,4.2
TNHDURN,"Hardin County, TN",47071,4.8
ILHRURN,"Hardin County, IL",17069,7
TXHARD9URN,"Hardin County, TX",48199,8
IAHARD3URN,"Hardin County, IA",19083,3.6
OHHARD5URN,"Hardin County, OH",39065,5
KYHRURN,"Hardin County, KY",21093,3.9
SDHARD3URN,"Harding County, SD",46063,2.7
NMHARD1URN,"Harding County, NM",35021,3.7
WVHARD1URN,"Hardy County, WV",54031,4.9
MDHARF0URN,"Harford County, MD",24025,4.6
KYHARL5URN,"Harlan County, KY",21095,7.1
NEHARL3URN,"Harlan County, NE",31083,1.7
OKHARM7URN,"Harmon County, OK",40057,2.7
NCHARN0URN,"Harnett County, NC",37085,4.7
ORHARN5URN,"Harney County, OR",41025,6.1
OKHARP9URN,"Harper County, OK",40059,2.5
KSHARP7URN,"Harper County, KS",20077,2.8
TXHARR1URN,"Harris County, TX",48201,7.1
GAHARR5URN,"Harris County, GA",13145,2.5
OHHARR7URN,"Harrison County, OH",39067,5.9
IAHARR5URN,"Harrison County, IA",19085,3.4
KYHARR7URN,"Harrison County, KY",21097,3.1
MSHARR7URN,"Harrison County, MS",28047,5.8
MOHARR1URN,"Harrison County, MO",29081,2.8
TXHARR0URN,"Harrison County, TX",48203,7.2
WVHARR5URN,"Harrison County, WV",54033,5.4
INHRURN,"Harrison County, IN",18061,3
VAHARR0URN,"Harrisonburg City, VA",51660,3.8
GAHART7URN,"Hart County, GA",13147,3.8
KYHTURN,"Hart County, KY",21099,3.4
CTHART3URN,"Hartford County, CT",9003,8.1
TXHART5URN,"Hartley County, TX",48205,2.2
KSHARV9URN,"Harvey County, KS",20079,3
TXHASK7URN,"Haskell County, TX",48207,3.9
KSHASK1URN,"Haskell County, KS",20081,1.6
OKHASK1URN,"Haskell County, OK",40061,5.8
HIHAWA0URN,"Hawaii County, HI",15001,7.9
TNHAWK3URN,"Hawkins County, TN",47073,4.5
NEHAYE5URN,"Hayes County, NE",31085,1.4
TXHAYS9URN,"Hays County, TX",48209,4.5
TNHYURN,"Haywood County, TN",47075,6.4
NCHAYW7URN,"Haywood County, NC",37087,3.9
GAHEAR9URN,"Heard County, GA",13149,3.9
TXHEMP1URN,"Hemphill County, TX",48211,4.5
ARHEURN,"Hempstead County, AR",5057,3.3
ILHEND1URN,"Henderson County, IL",17071,4.2
TXHEND3URN,"Henderson County, TX",48213,5.6
TNHEURN,"Henderson County, TN",47077,5.2
KYHEURN,"Henderson County, KY",21101,3.6
NCHEND0URN,"Henderson County, NC",37089,3.6
INHEND0URN,"Hendricks County, IN",18063,3
FLHEND1URN,"Hendry County, FL",12051,5.6
MNHENN3URN,"Hennepin County, MN",27053,4.2
VAHENR0URN,"Henrico County, VA",51087,4.1
ALHENR7URN,"Henry County, AL",1067,2.7
IAHENR7URN,"Henry County, IA",19087,3.7
INHENR5URN,"Henry County, IN",18065,3.7
OHHENR9URN,"Henry County, OH",39069,5.4
KYHNURN,"Henry County, KY",21103,3.1
MOHENR3URN,"Henry County, MO",29083,3.5
GAHENR1URN,"Henry County, GA",13151,4.1
VAHENR5URN,"Henry County, VA",51089,4.8
ILHENR0URN,"Henry County, IL",17073,5.3
TNHCURN,"Henry County, TN",47079,4.3
NYHERK0URN,"Herkimer County, NY",36043,6.7
FLHERN3URN,"Hernando County, FL",12053,5.7
NCHERT1URN,"Hertford County, NC",37091,6
NDHETT1URN,"Hettinger County, ND",38041,2.9
KYHCURN,"Hickman County, KY",21105,3.7
TNHICK1URN,"Hickman County, TN",47081,3.8
MOHICK5URN,"Hickory County, MO",29085,3.2
NMHIDA3URN,"Hidalgo County, NM",35023,5.6
TXHIDA5URN,"Hidalgo County, TX",48215,10.3
OHHIGH1URN,"Highland County, OH",39071,5.2
VAHIGH1URN,"Highland County, VA",51091,2.8
FLHIGH5URN,"Highlands County, FL",12055,6.3
MTHILL1URN,"Hill County, MT",30041,3.3
TXHILL7URN,"Hill County, TX",48217,5.6
NHHILL5URN,"Hillsborough County, NH",33011,2.8
FLHILL7URN,"Hillsborough County, FL",12057,4.7
MIHILL9URN,"Hillsdale County, MI",26059,4.8
MSHIND9URN,"Hinds County, MS",28049,6.4
COHINS3URN,"Hinsdale County, CO",8053,6.2
NEHITC7URN,"Hitchcock County, NE",31087,2
OHHOCK3URN,"Hocking County, OH",39073,4.4
TXHOCK9URN,"Hockley County, TX",48219,7
KSHODG3URN,"Hodgeman County, KS",20083,1.9
NCHOKE3URN,"Hoke County, NC",37093,5.8
FLHOLM9URN,"Holmes County, FL",12059,4.7
MSHOURN,"Holmes County, MS",28051,11.4
OHHOLM5URN,"Holmes County, OH",39075,2.2
NEHOLT9URN,"Holt County, NE",31089,1.7
MOHOLT7URN,"Holt County, MO",29087,2.1
HIHONO7URN,"Honolulu County, HI",15003,7.2
TXHOOD1URN,"Hood County, TX",48221,5.5
ORHOOD7URN,"Hood River County, OR",41027,5.5
NEHOOK1URN,"Hooker County, NE",31091,2
LAUCN021050000000003,"Hoonah-Angoon CA, AK",2105,13.7
VAHOPE0URN,"Hopewell City, VA",51670,8
TXHOPK3URN,"Hopkins County, TX",48223,4.7
KYHOURN,"Hopkins County, KY",21107,3.8
SCHORR1URN,"Horry County, SC",45051,5.5
ARHOURN,"Hot Spring County, AR",5059,3.8
WYHOTS7URN,"Hot Springs County, WY",56017,4.5
MIHOUG1URN,"Houghton County, MI",26061,5
TNHOUS3URN,"Houston County, TN",47083,6.1
MNHOUS5URN,"Houston County, MN",27055,3.1
ALHOUS5URN,"Houston County, AL",1069,2.9
GAHOUS5URN,"Houston County, GA",13153,3.2
TXHOUS5URN,"Houston County, TX",48225,5.5
TXHOWA7URN,"Howard County, TX",48227,7
IAHOWA9URN,"Howard County, IA",19089,3.4
MOHOWA9URN,"Howard County, MO",29089,2.4
NEHOWA3URN,"Howard County, NE",31093,2
ARHWURN,"Howard County, AR",5061,2.9
MDHOWA0URN,"Howard County, MD",24027,4.3
INHOWA7URN,"Howard County, IN",18067,6.1
MOHLURN,"Howell County, MO",29091,4.3
MNHUBB7URN,"Hubbard County, MN",27057,4.9
NJHUDS7URN,"Hudson County, NJ",34017,7.9
TXHUDS9URN,"Hudspeth County, TX",48229,6.1
COHUER5URN,"Huerfano County, CO",8055,8.6
OKHUGH3URN,"Hughes County, OK",40063,5.8
SDHUGH5URN,"Hughes County, SD",46065,2.3
NVHUMB3URN,"Humboldt County, NV",32013,3.8
IAHUMB1URN,"Humboldt County, IA",19091,3.4
CAHUMB0URN,"Humboldt County, CA",6023,6.3
MSHUURN,"Humphreys County, MS",28053,12.7
TNHUMP5URN,"Humphreys County, TN",47085,3.9
TXHUNT0URN,"Hunt County, TX",48231,5.6
NJHUNT0URN,"Hunterdon County, NJ",34019,5.2
PAHUNT1URN,"Huntingdon County, PA",42061,6.6
INHUNT9URN,"Huntington County, IN",18069,3
OHHURO5URN,"Huron County, OH",39077,5.7
MIHURO3URN,"Huron County, MI",26063,5.1
SDHUTC7URN,"Hutchinson County, SD",46067,2.9
TXHUTC3URN,"Hutchinson County, TX",48233,6.8
NCHYDE5URN,"Hyde County, NC",37095,5.8
SDHYDE9URN,"Hyde County, SD",46069,2.3
LAIBER0URN,"Iberia Parish, LA",22045,8.1
LAIBER7URN,"Iberville Parish, LA",22047,8.6
IAIDAC3URN,"Ida County, IA",19093,2.9
IDIDAH9URN,"Idaho County, ID",16049,5.2
CAIMPE5URN,"Imperial County, CA",6025,16.1
ARINURN,"Independence County, AR",5063,3.8
FLINDI0URN,"Indian River County, FL",12061,5.3
PAINDI0URN,"Indiana County, PA",42063,6.2
MIINGH5URN,"Ingham County, MI",26065,5.6
CAINYO7URN,"Inyo County, CA",6027,6
MIIONI5URN,"Ionia County, MI",26067,4.6
MIIOSC9URN,"Iosco County, MI",26069,6.7
IAIOWA5URN,"Iowa County, IA",19095,3.6
WIIOWA9URN,"Iowa County, WI",55049,3.8
NCIRED5URN,"Iredell County, NC",37097,4.5
TXIRIO5URN,"Irion County, TX",48235,5.4
WIIRON1URN,"Iron County, WI",55051,8.9
MIIRON1URN,"Iron County, MI",26071,6
UTIRON1URN,"Iron County, UT",49021,2.8
MOIRURN,"Iron County, MO",29093,4.8
ILIROQ5URN,"Iroquois County, IL",17075,4.6
GAIRWI5URN,"Irwin County, GA",13155,4.2
MIISAB0URN,"Isabella County, MI",26073,4.8
MNISAN9URN,"Isanti County, MN",27059,4.9
WAISLA9URN,"Island County, WA",53029,6.5
VAISLE3URN,"Isle of Wight County, VA",51093,3.4
MSISSA5URN,"Issaquena County, MS",28055,9
MNITAS1URN,"Itasca County, MN",27061,6.4
MSITURN,"Itawamba County, MS",28057,4.6
ARIZURN,"Izard County, AR",5065,5.5
TXJACK7URN,"Jack County, TX",48237,6
WIJACK3URN,"Jackson County, WI",55053,6
TXJACK9URN,"Jackson County, TX",48239,5.5
MOJACK5URN,"Jackson County, MO",29095,5.2
GAJACK7URN,"Jackson County, GA",13157,2.3
WVJACK5URN,"Jackson County, WV",54035,6.3
INJAURN,"Jackson County, IN",18071,3.3
NCJACK9URN,"Jackson County, NC",37099,4
COJACK7URN,"Jackson County, CO",8057,4.4
KSJACK5URN,"Jackson County, KS",20085,2.5
MSJACK9URN,"Jackson County, MS",28059,6.3
TNJACK7URN,"Jackson County, TN",47087,4.4
ORJACK0URN,"Jackson County, OR",41029,6.4
LAJACK9URN,"Jackson Parish, LA",22049,4
KYJACK9URN,"Jackson County, KY",21109,5.1
OKJACK5URN,"Jackson County, OK",40065,3.2
ILJAURN,"Jackson County, IL",17077,5.7
OHJACK9URN,"Jackson County, OH",39079,5.4
FLJACK3URN,"Jackson County, FL",12063,5.1
SDJACK1URN,"Jackson County, SD",46071,4.4
MIJACK0URN,"Jackson County, MI",26075,5.4
IAJACK7URN,"Jackson County, IA",19097,4.5
ALJACK7URN,"Jackson County, AL",1071,2.3
ARJAURN,"Jackson County, AR",5067,5
MNJACK3URN,"Jackson County, MN",27063,3.4
VAJAME5URN,"James City County, VA",51095,3.9
SCJASP3URN,"Jasper County, SC",45053,3.5
INJASP3URN,"Jasper County, IN",18073,4.2
ILJSURN,"Jasper County, IL",17079,4.3
TXJASP1URN,"Jasper County, TX",48241,10.4
GAJASP9URN,"Jasper County, GA",13159,2.9
IAJASP9URN,"Jasper County, IA",19099,3.9
MSJASP1URN,"Jasper County, MS",28061,7.2
MOJASP5URN,"Jasper County, MO",29097,3.3
INJAYC5URN,"Jay County, IN",18075,2.7
GAJEFF1URN,"Jeff Davis County, GA",13161,3.8
TXJEFF3URN,"Jeff Davis County, TX",48243,4.8
FLJEFF5URN,"Jefferson County, FL",12065,4.5
IAJEFF1URN,"Jefferson County, IA",19101,3.8
ORJEFF1URN,"Jefferson County, OR",41031,6.8
IDJEFF1URN,"Jefferson County, ID",16051,2.4
KSJEFF7URN,"Jefferson County, KS",20087,2.9
ALJEFF5URN,"Jefferson County, AL",1073,3.1
PAJEFF5URN,"Jefferson County, PA",42065,6
ILJEURN,"Jefferson County, IL",17081,6.7
MSJEFF3URN,"Jefferson County, MS",28063,16
WIJEFF0URN,"Jefferson County, WI",55055,3.7
MOJEURN,"Jefferson County, MO",29099,3.7
OKJEFF7URN,"Jefferson County, OK",40067,3.7
WAJEFF1URN,"Jefferson County, WA",53031,7.4
LAJEFF5URN,"Jefferson Parish, LA",22051,7.6
NEJEFF5URN,"Jefferson County, NE",31095,1.7
NYJEFF0URN,"Jefferson County, NY",36045,5.8
INJEURN,"Jefferson County, IN",18077,3.6
COJEFF9URN,"Jefferson County, CO",8059,6
MTJEFF3URN,"Jefferson County, MT",30043,3.7
OHJEFF0URN,"Jefferson County, OH",39081,6.3
TNJEFF9URN,"Jefferson County, TN",47089,4.3
GAJEFF3URN,"Jefferson County, GA",13163,4.8
KYJEURN,"Jefferson County, KY",21111,4.1
WVJEFF7URN,"Jefferson County, WV",54037,3.5
TXJEFF5URN,"Jefferson County, TX",48245,10.6
ARJEURN,"Jefferson County, AR",5069,6.6
LAJEFF3URN,"Jefferson Davis Parish, LA",22053,5.6
MSJEFF5URN,"Jefferson Davis County, MS",28065,7.7
GAJENK5URN,"Jenkins County, GA",13165,4.5
INJENN9URN,"Jennings County, IN",18079,4.4
SDJERA3URN,"Jerauld County, SD",46073,2
IDJERO3URN,"Jerome County, ID",16053,3
ILJRURN,"Jersey County, IL",17083,4.4
KYJESS3URN,"Jessamine County, KY",21113,3.2
KSJEWE9URN,"Jewell County, KS",20089,2.2
TXJIMH7URN,"Jim Hogg County, TX",48247,9.5
TXJIMW9URN,"Jim Wells County, TX",48249,11.9
ILJODA5URN,"Jo Daviess County, IL",17085,4.8
KYJOHN5URN,"Johnson County, KY",21115,5.9
KSJOHN1URN,"Johnson County, KS",20091,2.7
TNJOHN1URN,"Johnson County, TN",47091,3.5
WYJOHN9URN,"Johnson County, WY",56019,5.2
IAJOHN3URN,"Johnson County, IA",19103,3.4
TXJOHN4URN,"Johnson County, TX",48251,5.3
INJOHN5URN,"Johnson County, IN",18081,3.1
GAJOHN7URN,"Johnson County, GA",13167,3.2
ILJHURN,"Johnson County, IL",17087,5.9
ARJOURN,"Johnson County, AR",5071,4.7
NEJOHN7URN,"Johnson County, NE",31097,2.6
MOJOHN1URN,"Johnson County, MO",29101,4.1
OKJOHN9URN,"Johnston County, OK",40069,4.7
NCJOHN0URN,"Johnston County, NC",37101,3.8
IAJONE5URN,"Jones County, IA",19105,4
MSJONE0URN,"Jones County, MS",28067,5.8
GAJONE9URN,"Jones County, GA",13169,2.8
NCJONE3URN,"Jones County, NC",37103,3.8
SDJONE5URN,"Jones County, SD",46075,3.2
TXJONE3URN,"Jones County, TX",48253,6.4
ORJOSE5URN,"Josephine County, OR",41033,7.1
UTJUAB3URN,"Juab County, UT",49023,2.1
MTJUDI5URN,"Judith Basin County, MT",30045,2.7
WIJUNE7URN,"Juneau County, WI",55057,4.7
AKJUNE0URN,"Juneau Cty&Bor, AK",2110,5.7
PAJUNI7URN,"Juniata County, PA",42067,4.5
MIKALA7URN,"Kalamazoo County, MI",26077,4.6
MIKALK9URN,"Kalkaska County, MI",26079,6.8
MNKANA5URN,"Kanabec County, MN",27065,6.8
WVKANA9URN,"Kanawha County, WV",54039,6.1
MNKAND7URN,"Kandiyohi County, MN",27067,3.9
ILKANE2URN,"Kane County, IL",17089,6.4
UTKANE5URN,"Kane County, UT",49025,3.1
ILKANK0URN,"Kankakee County, IL",17091,6.9
TXKARN5URN,"Karnes County, TX",48255,5.7
HIKAUA7URN,"Kauai County, HI",15007,12.7
TXKAUF7URN,"Kaufman County, TX",48257,5.5
OKKAYC1URN,"Kay County, OK",40071,4.5
NEKEAR9URN,"Kearney County, NE",31099,1.6
KSKEAR3URN,"Kearny County, KS",20093,1.5
NEKEIT1URN,"Keith County, NE",31101,1.9
MSKEMP9URN,"Kemper County, MS",28069,7.8
AKKENA2URN,"Kenai Peninsula Borough, AK",2122,9.3
ILKEND3URN,"Kendall County, IL",17093,5.7
TXKEND9URN,"Kendall County, TX",48259,3.9
TXKENE1URN,"Kenedy County, TX",48261,7.4
MEKENN7URN,"Kennebec County, ME",23011,4.6
WIKENO9URN,"Kenosha County, WI",55059,5
MDKENT9URN,"Kent County, MD",24029,5
TXKENT3URN,"Kent County, TX",48263,3.1
RIKENT3URN,"Kent County, RI",44003,4.8
MIKENT1URN,"Kent County, MI",26081,4.4
DEKENT1URN,"Kent County, DE",10001,7
KYKENT7URN,"Kenton County, KY",21117,3.4
IAKEOK7URN,"Keokuk County, IA",19107,3.8
CAKERN0URN,"Kern County, CA",6029,10.7
TXKERR5URN,"Kerr County, TX",48265,4.8
SCKERS5URN,"Kershaw County, SC",45055,3.9
AKKETC0URN,"Ketchikan Gateway Borough, AK",2130,9
WIKEWA1URN,"Kewaunee County, WI",55061,2.9
MIKEWE3URN,"Keweenaw County, MI",26083,7
NEKEYA3URN,"Keya Paha County, NE",31103,1.3
NDKIDD3URN,"Kidder County, ND",38043,5.3
NEKIMB5URN,"Kimball County, NE",31105,2.3
TXKIMB7URN,"Kimble County, TX",48267,4.5
WAKING5URN,"King County, WA",53033,5.2
TXKING9URN,"King County, TX",48269,1.4
VAKING9URN,"King George County, VA",51099,2.7
VAKING1URN,"King William County, VA",51101,3.4
VAKING7URN,"King and Queen County, VA",51097,3.2
OKKING3URN,"Kingfisher County, OK",40073,3
KSKING5URN,"Kingman County, KS",20095,2.9
CAKING3URN,"Kings County, CA",6031,10.2
NYKING7URN,"Kings County, NY",36047,11.1
SDKING7URN,"Kingsbury County, SD",46077,2.8
TXKINN1URN,"Kinney County, TX",48271,5.1
KSKIOW7URN,"Kiowa County, KS",20097,2.1
OKKIOW5URN,"Kiowa County, OK",40075,3.8
COKIOW1URN,"Kiowa County, CO",8061,3.5
COKITC3URN,"Kit Carson County, CO",8063,3
WAKITS0URN,"Kitsap County, WA",53035,5.9
WAKITT7URN,"Kittitas County, WA",53037,7
MNKITT9URN,"Kittson County, MN",27069,3.1
ORKLAM5URN,"Klamath County, OR",41035,7.6
TXKLEB3URN,"Kleberg County, TX",48273,7.8
WAKLIC9URN,"Klickitat County, WA",53039,6.9
KYKNOT9URN,"Knott County, KY",21119,5.5
MOKNURN,"Knox County, MO",29103,2.2
NEKNOX7URN,"Knox County, NE",31107,1.8
KYKNOX1URN,"Knox County, KY",21121,4.9
INKNURN,"Knox County, IN",18083,3.2
TXKNOX5URN,"Knox County, TX",48275,4.7
TNKNOX5URN,"Knox County, TN",47093,3.5
OHKNOX3URN,"Knox County, OH",39083,3.5
ILKNOX5URN,"Knox County, IL",17095,6.7
MEKNOX3URN,"Knox County, ME",23013,5
AKKODI0URN,"Kodiak Island Borough, AK",2150,6
MNKOOC1URN,"Koochiching County, MN",27071,6.6
IDKOOT0URN,"Kootenai County, ID",16055,3.9
INKOSC5URN,"Kosciusko County, IN",18085,2.9
IAKOSS9URN,"Kossuth County, IA",19109,3.2
LAUCN021580000000003,"Kusilvak CA, AK",2270,23
WILACR3URN,"La Crosse County, WI",55063,3.2
AZLAPA2URN,"La Paz County, AZ",4012,6.9
COLAPL7URN,"La Plata County, CO",8067,6
LALASA9URN,"La Salle Parish, LA",22059,3.4
TXLASA3URN,"La Salle County, TX",48283,5.6
INLAGR7URN,"LaGrange County, IN",18087,2.3
NDLAMO5URN,"LaMoure County, ND",38045,2
INLAPO0URN,"LaPorte County, IN",18091,6
ILLASA0URN,"LaSalle County, IL",17099,6.4
KSLABE9URN,"Labette County, KS",20099,3.5
MNLACQ3URN,"Lac qui Parle County, MN",27073,3.2
PALACK9URN,"Lackawanna County, PA",42069,6.7
MOLAURN,"Laclede County, MO",29105,4
MSLAURN,"Lafayette County, MS",28071,4.4
LALAFA7URN,"Lafayette Parish, LA",22055,5.3
FLLAFA7URN,"Lafayette County, FL",12067,4
MOLAFA7URN,"Lafayette County, MO",29107,3.8
WILAFA5URN,"Lafayette County, WI",55065,2.7
ARLAURN,"Lafayette County, AR",5073,6.4
LALAFO5URN,"Lafourche Parish, LA",22057,4.9
ILLAKE7URN,"Lake County, IL",17097,5.7
MILAKE5URN,"Lake County, MI",26085,7.9
SDLAKE9URN,"Lake County, SD",46079,2.8
MNLAKE5URN,"Lake County, MN",27075,4.5
CALAKE3URN,"Lake County, CA",6033,7.6
FLLAKE4URN,"Lake County, FL",12069,5.3
OHLAKE2URN,"Lake County, OH",39085,3.8
TNLAURN,"Lake County, TN",47095,6.6
ORLAKE7URN,"Lake County, OR",41037,6.5
INLAKE9URN,"Lake County, IN",18089,7.6
MTLAKE7URN,"Lake County, MT",30047,4.1
COLAKE5URN,"Lake County, CO",8065,6.1
AKLAKE4URN,"Lake and Peninsula Borough, AK",2164,11.3
MNLAKE7URN,"Lake of the Woods County, MN",27077,5.4
TXLAMA7URN,"Lamar County, TX",48277,6
GALAMA1URN,"Lamar County, GA",13171,3.9
ALLAMA5URN,"Lamar County, AL",1075,2.5
MSLAMA3URN,"Lamar County, MS",28073,4.2
TXLAMB9URN,"Lamb County, TX",48279,5.2
VTLAMO5URN,"Lamoille County, VT",50015,3.8
TXLAMP1URN,"Lampasas County, TX",48281,5.1
VALANC3URN,"Lancaster County, VA",51103,5.9
SCLANC7URN,"Lancaster County, SC",45057,4.6
PALANC0URN,"Lancaster County, PA",42071,4.7
NELANC9URN,"Lancaster County, NE",31109,2.2
NVLAND5URN,"Lander County, NV",32015,3.8
ORLANE9URN,"Lane County, OR",41039,6.6
KSLANE1URN,"Lane County, KS",20101,2.1
WILANG7URN,"Langlade County, WI",55067,5.5
GALANI3URN,"Lanier County, GA",13173,3.7
MILAPE5URN,"Lapeer County, MI",26087,3.6
WYLARA0URN,"Laramie County, WY",56021,4.6
COLARI1URN,"Larimer County, CO",8069,5.5
KYLAURN,"Larue County, KY",21123,4
COLASA1URN,"Las Animas County, CO",8071,7.1
CALASS5URN,"Lassen County, CA",6035,5.9
IDLATA7URN,"Latah County, ID",16057,3.4
OKLATI7URN,"Latimer County, OK",40077,8.7
MSLAUD5URN,"Lauderdale County, MS",28075,5.7
ALLAUD0URN,"Lauderdale County, AL",1077,2.6
TNLUURN,"Lauderdale County, TN",47097,6
KYLAUR5URN,"Laurel County, KY",21125,3.4
SCLAUR5URN,"Laurens County, SC",45059,4.8
GALAUR5URN,"Laurens County, GA",13175,4
TXLAVA5URN,"Lavaca County, TX",48285,5
ARLWURN,"Lawrence County, AR",5075,4.3
INLWURN,"Lawrence County, IN",18093,4
SDLAWR1URN,"Lawrence County, SD",46081,3.1
MSLAWR7URN,"Lawrence County, MS",28077,7.1
TNLAWR9URN,"Lawrence County, TN",47099,5.5
PALAWR0URN,"Lawrence County, PA",42073,7
ILLWURN,"Lawrence County, IL",17101,6.1
